CAPITULO,COD_CID,DESCRICAO_CID,GRUPO
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z507,Terapia ocupacional e reabilitaçăo vocacional năo classificada em outra parte,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z508,Cuidados envolvendo uso de outros procedimentos de reabilitaçăo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z509,Cuidados envolvendo uso de procedimento de reabilitaçăo năo especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z51,Outros cuidados medicos,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z510,Sessăo de radioterapia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z511,Sessăo de quimioterapia por neoplasia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z512,Outra quimioterapia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z513,"Transfusăo de sangue, sem diagnóstico registrado",Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z514,Cuidado preparatório para tratamento subsequente năo classificado em outra parte,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z515,Cuidado paliativo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z516,Dessensibilizaçăo a alérgenos,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z518,Outro cuidado médico especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z519,Cuidado médico năo especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z52,Doadores de orgăos e tecidos,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z520,Doador de sangue,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z521,Doador de pele,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z522,Doador de osso,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z523,Doador de medula óssea,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z524,Doador de rim,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z525,Doador de córnea,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z526,Doador de fígado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z527,Doador de coraçăo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z528,Doador de outros órgăos ou tecidos,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z529,Doador de órgăo ou tecido năo especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z53,Pessoas em contato com servicos de saude para procedimentos especificos năo realizados,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z530,Procedimento năo realizado devido ŕ contra-indicaçăo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z531,Procedimento năo realizado devido ŕ decisăo do paciente por razőes de crença ou grupo de pressăo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z532,Procedimento năo realizado devido ŕ decisăo do paciente por outras razőes e as năo especificadas,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z538,Procedimento năo realizado por outras razőes,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z539,Procedimento năo realizado por razăo năo especificada,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z54,Convalescenca,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z540,Convalescença após cirurgia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z541,Convalescença após radioterapia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z542,Convalescença após quimioterapia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z543,Convalescença após psicoterapia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z544,Convalescença após tratamento de fratura,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z547,Convalescença após tratamento combinado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z548,Convalescença após outro tratamento,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z549,Convalescença após tratamento năo especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z55,Problemas relacionados com a educaçăo e com a alfabetizaçăo,Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z550,Analfabetismo e baixa escolaridade,Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z551,Escolarizaçăo năo disponível e impossível,Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z552,Reprovaçăo em exames,Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z553,Maus resultados escolares,Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais
