CHAVE;DS_REGRA
604270011;BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
604270020;BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRAÇÃO LENTA)
604270038;CIPROFIBRATO 100 MG (POR COMPRIMIDO)
604270046;ETOFIBRATO 500 MG (POR CAPSULA)
604270054;FENOFIBRATO 200 MG (POR CAPSULA)
604270062;FENOFIBRATO 250 MG (POR CAPSULA DE LIBERACAO RETARDADA)
604270070;GENFIBROZILA 600 MG (COMPRIMIDO)
604270089;GENFIBROZILA 900 MG (POR COMPRIMIDO)
604270097;ÁCIDO NICOTÍNICO 250MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA)
604270100;ÁCIDO NICOTÍNICO 500MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA)
604270119;ÁCIDO NICOTÍNICO 750 MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA)
604280017;BECLOMETASONA 200 MCG (POR CAPSULA INALANTE)
604280025;BECLOMETASONA 200 MCG PO INALANTE (POR FRASCO  DE 100 DOSES)
604280033;BECLOMETASONA 250 MCG SPRAY (POR FRASCO  DE 200 DOSES)
604280041;BECLOMETASONA 400 MCG  (POR CAPSULA INALANTE)
604280050;BECLOMETASONA 400 MCG PO INALANTE (POR FRASCO DE 100 DOSES)
604280068;BUDESONIDA 200 MCG (POR CAPSULA INALANTE)
604280076;BUDESONIDA 400 MCG (POR CAPSULA INALANTE)
604280084;BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 100 DOSES)
604280092;BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 200 DOSES)
604280106;METILPREDNISOLONA 500 MG INJETAVEL (POR AMPOLA)
604290012;OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290020;OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA)
604290039;OCTREOTIDA  LAR 30 MG INJETAVEL (POR FRASCO-AMPOLA)
604290047;OCTREOTIDA 0,1 MG/ML INJETAVEL (POR AMPOLA)
604290055;OCTREOTIDA 0,5 MG/ML INJETAVEL (POR AMPOLA)
604290063;LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290071;LANREOTIDA 90 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290080;LANREOTIDA 120 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604300018;IMUNOGLOBULINA ANTI-HEPATITE B 100 UI INJETAVEL (POR FRASCO)
604300026;IMUNOGLOBULINA ANTI-HEPATITE B 500 UI INJETAVEL (POR FRASCO)
604300034;IMUNOGLOBULINA ANTI-HEPATITE B 600 UI INJETAVEL (POR FRASCO)
604310013;IMUNOGLOBULINA HUMANA 0,5 G INJETAVEL (POR FRASCO)
604310021;IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)
604310030;IMUNOGLOBULINA HUMANA 2,5 G INJETAVEL (POR FRASCO)
604310048;IMUNOGLOBULINA HUMANA 3,0 G INJETAVEL (POR FRASCO)
604310056;IMUNOGLOBULINA HUMANA 5,0 G INJETAVEL (POR FRASCO)
604310064;IMUNOGLOBULINA HUMANA 6,0 G INJETAVEL (POR FRASCO)
604320019;EVEROLIMO 0,5 MG (POR COMPRIMIDO) 
604320027;EVEROLIMO 0,75 MG (POR COMPRIMIDO) 
604320035;EVEROLIMO 1 MG (POR COMPRIMIDO) 
604320043;LEFLUNOMIDA 20 MG (POR COMPRIMIDO)
604320051;MICOFENOLATO DE MOFETILA 500 MG (POR COMPRIMIDO)
604320060;MICOFENOLATO DE SODIO 180 MG (POR COMPRIMIDO)
604320078;MICOFENOLATO DE SODIO 360 MG (POR COMPRIMIDO)
604320086;SIROLIMO 1 MG (POR DRAGEA)
604320094;SIROLIMO 2 MG (POR DRAGEA)
604320108;SIROLIMO 1MG/ML SOLUCAO ORAL (POR FRASCO DE 60ML)
604320116;NATALIZUMABE 300MG (POR FRASCO-AMPOLA)
604320124;ABATACEPTE 250 MG INJETÁVEL (POR FRASCO AMPOLA).
604320132;FINGOLIMODE 0,5 MG (POR CÁPSULA)
604320140;ABATACEPTE 125 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604320159;CITRATO DE TOFACITINIBE 5 MG (POR COMPRIMIDO)
604330014;ILOPROSTA 10 MCG/ML SOLUÇÃO PARA NEBULIZAÇÃO (AMPOLA DE 1 ML)
604330022;CLOPIDOGREL 75 MG (POR COMPRIMIDO)
604340010;CICLOSPORINA 10 MG (POR CAPSULA)
604340028;CICLOSPORINA 25 MG (POR CAPSULA)
604340036;CICLOSPORINA 50 MG (POR CAPSULA)
604340044;CICLOSPORINA 100 MG (POR CAPSULA)
604340052;CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML)
604340060;TACROLIMO 1 MG (POR CAPSULA)
604340079;TACROLIMO 5 MG (POR CAPSULA)
604350015;SILDENAFILA 20 MG (POR COMPRIMIDO)
604350023;SILDENAFILA 25 MG (POR COMPRIMIDO)
604350031;SILDENAFILA 50 MG (POR COMPRIMIDO)
604360010;ATORVASTATINA 10 MG (POR COMPRIMIDO)
604360029;ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360037;ATORVASTATINA 40 MG (POR COMPRIMIDO)
604360045;ATORVASTATINA 80 MG (POR COMPRIMIDO)
604360053;FLUVASTATINA 20 MG (POR CAPSULA)
604360061;FLUVASTATINA 40 MG  (POR CAPSULA)
604360070;LOVASTATINA 10 MG (POR COMPRIMIDO)
604360088;LOVASTATINA 20 MG (POR COMPRIMIDO)
604360096;LOVASTATINA 40 MG (POR COMPRIMIDO)
604360100;PRAVASTATINA 10 MG (POR COMPRIMIDO)
604360118;PRAVASTATINA 20MG (POR COMPRIMIDO)
604360126;PRAVASTATINA 40 MG (POR COMPRIMIDO)
604370016;SELEGILINA 5 MG (POR COMPRIMIDO)
604370024;SELEGILINA 10 MG (POR DRAGEA OU COMPRIMIDO)
604370032;RASAGILINA 1 MG (POR COMPRIMIDO)
604380011;ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA)
604380020;ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA)
604380038;ETANERCEPTE 50 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA)
604380046;INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML)
604380054;INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML)
604380062;ADALIMUMABE 40 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604380070;CERTOLIZUMABE PEGOL 200 MG/ML INJETÁVEL (POR SERINGA PREENCHIDA)
604380089;GOLIMUMABE 50 MG INJETÁVEL (POR SERINGA PREENCHIDA
604380097;ADALIMUMABE 40 MG INJETÁVEL (FRASCO AMPOLA)
604390017;ALFAINTERFERONA 2B 3.000.000 UI INJETAVEL (POR FRASCO-AMPOLA)
604390025;ALFAINTERFERONA 2B 5.000.000 UI INJETAVEL (POR FRASCO-AMPOLA)
604390033;ALFAINTERFERONA 2B 10.000.000 UI INJETAVEL (POR FRASCO-AMPOLA)
604390041;ALFAPEGINTERFERONA 2A 180MCG (POR SERINGA PREENCHIDA)
604390050;ALFAPEGINTERFERONA 2B 80MCG (POR FRASCO-AMPOLA)
604390068;ALFAPEGINTERFERONA 2B 100MCG (POR FRASCO-AMPOLA)
604390076;ALFAPEGINTERFERONA 2B 120MCG (POR FRASCO-AMPOLA)
604390084;BETAINTERFERONA 1A 6.000.000 UI (22 MCG) INJETAVEL (POR SERINGA PREENCHIDA)
604390092;BETAINTERFERONA 1A 6.000.000 UI (30 MCG) INJETAVEL (POR FRASCO-AMPOLA, SERINGA PREENCHIDA OU CANETA
604390106;BETAINTERFERONA 1A 12.000.000 UI (44 MCG) INJETAVEL (POR SERINGA PREENCHIDA)
604390114;BETAINTERFERONA 1B 9.600.000 UI (300MCG) INJETAVEL (POR FRASCO-AMPOLA)
604400012;SEVELAMER 800 MG (POR COMPRIMIDO)
604410018;METADONA 5 MG (POR COMPRIMIDO)
604410026;METADONA 10 MG (POR COMPRIMIDO)
604410034;METADONA 10 MG/ML INJETAVEL (POR AMPOLA DE 1 ML)
604420013;FLUDROCORTISONA 0,1 MG (POR COMPRIMIDO)
604430019;RALOXIFENO 60 MG (POR COMPRIMIDO)
604440014;ALFADORNASE 2,5 MG (POR AMPOLA)
604450010;RIBAVIRINA 250 MG (POR CAPSULA)
604460015;ADEFOVIR 10 MG (POR COMPRIMIDO)
604460023;ENTECAVIR 0,5 MG (POR COMPRIMIDO)
604460031;LAMIVUDINA 10 MG/ML SOLUCAO ORAL (FRASCO DE 240 ML)
604460040;LAMIVUDINA 150 MG (POR COMPRIMIDO)
604460058;TENOFOVIR 300 MG (POR COMPRIMIDO)
604460066;ENTECAVIR 1.0 MG (POR COMPRIMIDO)
604470010;ALFAEPOETINA 1.000 UI INJETAVEL (POR FRASCO-AMPOLA)
604470029;ALFAEPOETINA 2.000 UI INJETAVEL (POR FRASCO-AMPOLA)
604470037;ALFAEPOETINA 3.000 UI INJETAVEL (POR FRASCO-AMPOLA)
604470045;ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA)
604470053;ALFAEPOETINA 10.000 UI INJETAVEL (POR FRASCO-AMPOLA)
604480016;HIDROXIUREIA 500 MG (POR CAPSULA)
604490011;ENTACAPONA 200 MG (POR COMPRIMIDO)
604490020;TOLCAPONA 100 MG (POR COMPRIMIDO)
604500017;GABAPENTINA 300 MG (POR CAPSULA)
604500025;GABAPENTINA 400 MG (POR CAPSULA)
604500033;LAMOTRIGINA 25 MG (POR COMPRIMIDO)
604500041;LAMOTRIGINA 50 MG (POR COMPRIMIDO)
604500050;LAMOTRIGINA 100 MG (POR COMPRIMIDO)
604500068;TOPIRAMATO 25 MG (POR COMPRIMIDO)
604500076;TOPIRAMATO 50 MG (POR COMPRIMIDO)
604500084;TOPIRAMATO 100 MG (POR COMPRIMIDO)
604500092;LEVETIRACETAM 100 MG /ML SOLUÇÃO ORAL (POR FRASCO DE 150 ML)
604500106;LEVETIRACETAM 250 MG (POR COMPRIMIDO)
604500114;LEVETIRACETAM 750 MG (POR COMPRIMIDO)
604510012;RISPERIDONA 1 MG (POR COMPRIMIDO)
604510020;RISPERIDONA 2 MG (POR COMPRIMIDO)
604510039;RISPERIDONA 3 MG (POR COMPRIMIDO)
604510047;RISPERIDONA 1,0 MG/ML SOLUÇÃO ORAL (POR FRASCO DE 30 ML)
604520018;GLATIRAMER 20 MG INJETAVEL (POR SERINGA PREENCHIDA )
604520026;ACETATO DE GLATIRÂMER 40 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604530013;AZATIOPRINA 50 MG (POR COMPRIMIDO)
604530021;METOTREXATO 2,5 MG (POR COMPRIMIDO)
604530030;METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML)
604530048;METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 20 ML)
604540019;RILUZOL 50 MG (POR COMPRIMIDO)
604540027;FUMARATO DE DIMETILA 120 MG (POR CÁPSULA)
604540035;FUMARATO DE DIMETILA 240 MG (POR CÁPSULA)
604540043;TERIFLUNOMIDA 14 MG (POR COMPRIMIDO)
604540060;TAFAMIDIS 20 MG CÁPSULA
604540078;CLORIDRATO DE MEMANTINA 10 MG COMPRIMIDO
604550014;TOXINA BOTULINICA TIPO A 100 U INJETAVEL (POR FRASCO-AMPOLA)
604550022;TOXINA BOTULINICA TIPO A 500 U INJETAVEL (POR FRASCO-AMPOLA)
604560010;PENICILAMINA 250 MG (POR CAPSULA)
604570015;CALCITONINA 50 UI INJETAVEL (POR AMPOLA)
604570023;CALCITONINA 100 UI INJETAVEL (POR AMPOLA)
604570031;CALCITONINA 200 UI/DOSE SPRAY NASAL (POR FRASCO)
604580010;PANCREATINA 10.000 UI (POR CAPSULA)
604580029;PANCREATINA 25000 UI (POR CAPSULA)
604580037;PANCRELIPASE 4500 UI (POR CAPSULA)
604580045;PANCRELIPASE 12.000 UI (POR CAPSULA)
604580053;PANCRELIPASE 18.000 UI (POR CAPSULA)
604580061;PANCRELIPASE 20.000 UI (POR CAPSULA)
604590016;ISOTRETINOINA 10 MG (POR CAPSULA)
604590024;ISOTRETINOINA 20 MG (POR CAPSULA)
604600011;ACITRETINA 10 MG (POR CAPSULA)
604600020;ACITRETINA 25 MG (POR CAPSULA)
604610017;SOMATROPINA 4 UI INJETÁVEL (POR FRASCO-AMPOLA)
604610025;SOMATROPINA 12 UI INJETAVEL (POR FRASCO-AMPOLA)
604610033;SOMATROPINA 16UI INJETÀVEL (POR FRASCO AMPOLA)
604620012;ALFACALCIDOL 0,25 MCG (POR CAPSULA)
604620020;ALFACALCIDOL 1,0 MCG (POR CAPSULA)
604620039;CALCITRIOL 0,25 MCG (POR CAPSULA)
604620047;CALCITRIOL 1,0 MCG INJETAVEL (POR AMPOLA)
604630018;MIGLUSTATE 100 MG (POR CAPSULA)
604630026;BIOTINA 2,5 MG CÁPSULA
604630034;ÁCIDO URSODESOXICÓLICO 50 MG (POR COMPRIMIDO)
604630042;ÁCIDO URSODESOXICÓLICO 150 MG (POR COMPRIMIDO)
604630050;ÁCIDO URSODESOXICÓLICO 300 MG (POR COMPRIMIDO)
604630069;DICLORIDRATO DE SAPROPTERINA 100 MG
604630077;TRIENTINA 250 MG (POR CÁPSULA)
604640013;BOCEPREVIR 200 MG (POR CÁPSULA)
604640021;TELAPREVIR 375 MG (POR COMPRIMIDO)
604640030;SIMEPREVIR 150 MG (POR CÁPSULA)
604650019;BIMATOPROSTA 0,3 MG/ML SOLUÇÃO OFTÁLMICA (POR FRASCO DE 3 ML)
604650027;LATANOPROSTA 0,05 MG/ML SOLUÇÃO OFTÁLMICA (POR FRASCO DE 2,5 ML)
604650035;TRAVOPROSTA 0,04 MG/ML SOLUÇÃO OFTÁLMICA (POR FRASCO DE 2,5 ML)
604660014;BRINZOLAMIDA 10 MG/ML SUSPENSÃO OFTÁLMICA (POR FRASCO DE 5 ML)
604660022;DORZOLAMIDA 20 MG/ML SOLUÇÃO OFTÁLMICA (POR FRASCO DE 5 ML)
604660030;ACETAZOLAMIDA 250 MG (POR COMPRIMIDO)
604670010;BRIMONIDINA 2,0 MG/ML SOLUÇÃO OFTÁLMICA (POR FRASCO DE 5 ML)
604680023;RITUXIMABE 500 MG INJETÁVEL (POR FRASCO-AMPOLA DE 50 ML)
604690010;TOCILIZUMABE 20 MG/ML INJETAVEL (POR FRASCO-AMPOLA DE 4 ML)
604690029;SECUQUINUMABE 150 MG/ML SOLUÇÃO INJETÁVEL (POR SERINGA PREENCHIDA)
604690037;USTEQUINUMABE 45 MG/0,5ML SOLUÇÂO INJETÀVEL (POR SERINGA PREENCHIDA)
604700016;CALCIPOTRIOL 50 MCG/G POMADA (POR BISNAGA DE 30 G)
604710011;CLOBETASOL 0,5 MG/G CREME (POR BISNAGA DE 30 G)
604710020;CLOBETASOL 0,5 MG/G SOLUÇÃO CAPILAR (POR FRASCO DE 50 G)
604720017;NAPROXENO 250 MG (POR COMPRIMIDO)
604720025;NAPROXENO 500 MG (POR COMPRIMIDO)
604730012;PILOCARPINA 20 MG/ML SOLUÇÃO OFTÁLMICA (POR FRASCO DE 10 ML)
604740018;TIMOLOL 5,0 MG/ML SOLUÇÃO OFTÁLMICA (POR FRASCO DE 5 ML)
604750013;AMBRISENTANA 5MG (POR COMPRIMIDO REVESTIDO)
604750021;AMBRISENTANA 10MG (POR COMPRIMIDO REVESTIDO)
604750030;BOSENTANA 62,5MG (POR COMPRIMIDO REVESTIDO)
604750048;BOSENTANA 125MG (POR COMRIMIDO REVESTIDO)
604760019;SOFOSBUVIR 400 MG (POR COMPRIMIDO REVESTIDO)
604760027;DACLATASVIR 60 MG (POR COMPRIMIDO REVESTIDO)
604760035;DACLATASVIR 30 MG (POR COMPRIMIDO REVESTIDO)
604760043;OMBITASVIR - 12,5 MG/VERUPREVIR 75 MG/ RITONAVIR 50 MG POR COMPRIMIDO (COM 02 COMPRIMIDOS REVESTIDOS
604760051;LEDIPASVIR 90 MG / SOFOSBUVIR 400 MG (POR COMPRIMIDO)
604760060;ELBASVIR 50 MG / GRAZOPREVIR 100 MG (POR COMPRIMIDO)
604760078;GLECAPREVIR 100MG + PIBRENTASVIR 40 MG (POR COMPRIMIDO)
604760086;SOFOSBUVIR 400MG + VELPATASVIR 100 MG (POR COMPRIMIDO)
604770014;CINACALCETE 30 MG (POR COMPRIMIDO)
604770022;CINACALCETE 60 MG (POR COMPRIMIDO)
604770030;PARICALCITOL 5,0 MCG/ML SOLUÇÃO INJETÁVEL (AMPOLA COM 1 ML)
604780010;INSULINA ANÁLOGA DE AÇÃO RÁPIDA 100 UI/ML (TUBETES DE 3ML)
604790015;NUSINERSENA 2,4MG/ML SOLUÇÃO INJETÁVEL (POR FRASCO AMPOLA DE 5 ML)
604800010;ENOXAPARINA SÓDICA 40 MG/0,4 ML SOLUÇÃO INJETÁVEL (POR SERINGA PREENCHIDA)
604810016;TOBRAMICINA 300MG/5 ML SOLUÇÃO INALATÓRIA (POR AMPOLA)
701010010;ANDADOR FIXO / ARTICULADO EM ALUMÍNIO COM QUATRO PONTEIRAS.
701010029;CADEIRA DE RODAS ADULTO / INFANTIL (TIPO PADRÃO)
701010037;CADEIRA DE RODAS PARA BANHO COM ASSENTO SANITÁRIO
701010045;CADEIRA DE RODAS PARA TETRAPLÉGICO - TIPO PADRÃO
701010053;CALÇADOS ANATÔMICOS COM PALMILHAS PARA PÉS NEUROPÁTICOS (PAR)
701010061;CALÇADOS ORTOPÉDICOS CONFECCIONADOS SOB MEDIDA ATÉ NÚMERO 45 (PAR)
701010070;CALÇADOS ORTOPÉDICOS PRÉ-FABRICADOS COM PALMILHAS ATÉ NÚMERO 45 (PAR)
701010088;CALÇADOS SOB MEDIDA P/ COMPENSAÇÃO DE DISCREPÂNCIA DE MEMBROS INFERIORES A PARTIR DO NUMERO 34
701010096;CALÇADOS SOB MEDIDA PARA COMPENSAÇÃO DE ENCURTAMENTO ATÉ NÚMERO 33 (PAR)
701010100;CARRINHO DOBRÁVEL PARA TRANSPORTE DE CRIANÇA COM DEFICIÊNCIA
701010118;BENGALA CANADENSE REGULÁVEL EM ALTURA (PAR)
701010126;MULETA AXILAR REGULÁVEL DE MADEIRA (PAR)
701010134;MULETA AXILAR TUBULAR EM ALUMÍNIO REGULÁVEL NA ALTURA (PAR)
701010142;PALMILHAS CONFECCIONADAS SOB MEDIDA (PAR)
701010150;PALMILHAS PARA PÉS NEUROPÁTICOS CONFECCIONADAS SOB MEDIDA PARA ADULTOS OU CRIANÇAS (PAR)
701010169;PALMILHAS PARA SUSTENTAÇÃO DOS ARCOS PLANTARES ATÉ O NÚMERO 33 (PAR)
701010177;PALMILHAS PARA SUSTENTAÇÃO DOS ARCOS PLANTARES NÚMEROS ACIMA DE 34 (PAR)
701010185;ADAPTAÇÃO DE OPM AUXILIARES DE LOCOMOÇÃO
701010193;MANUTENÇÃO DE OPM AUXILIARES DE LOCOMOÇÃO
701010207;CADEIRA DE RODAS MONOBLOCO
701010215;CADEIRA DE RODAS (ACIMA 90KG)
701010223;CADEIRA DE RODAS MOTORIZADA ADULTO OU INFANTIL
701010231;CADEIRA DE RODAS PARA BANHO EM CONCHA INFANTIL
701010240;CADEIRA DE RODAS PARA BANHO COM ENCOSTO RECLINÁVEL
701010258;CADEIRA DE RODAS PARA BANHO COM ARO DE PROPULSÃO
701010266;ADAPTAÇÃO DE ASSENTO PARA DEFORMIDADES DE QUADRIL
701010274;ADAPTAÇÃO DE ENCOSTO PARA DEFORMIDADES DE TRONCO
701010282;ADAPTAÇÃO DO APOIO DE PÉS DA CADEIRA DE RODAS
701010290;APOIOS LATERAIS DO TRONCO EM 3 OU 4 PONTOS
701010304;APOIOS LATERAIS DE QUADRIL PARA CADEIRA DE RODAS
701010312;APOIO PARA ESTABILIZAÇÃO DA CABEÇA NA CADEIRA DE RODAS
701010320;ADAPTAÇÃO DO APOIO DE BRAÇOS DA CADEIRA DE RODAS
701010339;ADAPTAÇÃO ABDUTOR TIPO CAVALO PARA CADEIRA DE RODAS
701020016;ÓRTESE / CINTA LSO TIPO PUTTI (BAIXA)
701020024;ÓRTESE / CINTA TLSO TIPO PUTTI (ALTO)
701020032;ÓRTESE / COLETE CTLSO TIPO MILWAUKEE
701020040;ORTESE / COLETE TIPO WILLIAMS
701020059;ÓRTESE / COLETE TLSO TIPO KNIGHT
701020067;ÓRTESE CRUROMALEOLAR INFANTIL EM POLIPROPILENO PARA IMOBILIZAÇÃO DE JOELHO EM EXTENSÃO ARTICULADA
701020075;ÓRTESE CRUROMALEOLAR PARA LIMITAÇÃO DOS MOVIMENTOS DO JOELHO
701020083;ÓRTESE CRUROPODÁLICA COM DISTRATOR PARA GENUVALGO / GENUVARO (INFANTIL E ADOLESCENTE)
701020091;ÓRTESE DINÂMICA PELVICO-CRURAL TIPO ATLANTA / TORONTO
701020105;ÓRTESE DINÂMICA SUROPODÁLICA TIPO MOLA DE CODEVILLE (UNILATERAL)
701020113;ÓRTESE ESTÁTICA IMOBILIZADORA AXILO-PALMAR TIPO AEROPLANO
701020121;ÓRTESE GENUPODÁLICO EM POLIPROPILENO TIPO SARMIENTO
701020130;ÓRTESE HCTO TIPO MINERVA IMOBILIZADORA CERVICAL COM APOIO TORÁCICO (COLAR).
701020148;ÓRTESE METÁLICA CRUROPODÁLICA ADULTO
701020156;ÓRTESE METÁLICA CRUROPODÁLICA (INFANTIL E ADOLESCENTE)
701020164;ÓRTESE METALICA SUROPODÁLICA (INFANTIL)
701020172;ÓRTESE PÉLVICO-PODÁLICA DE DESCARGA ISQUIÁTICA
701020180;ÓRTESE PÉLVICO-PODÁLICA METÁLICA COM OU SEM APOIO ISQUIÁTICO (INFANTIL E ADOLESCENTE)
701020199;ÓRTESE PÉLVICO-PODÁLICA METÁLICA PARA ADULTO COM OU SEM APOIO ISQUIÁTICO
701020202;ÓRTESE RÍGIDA PARA LUXAÇÃO CONGÊNITA DO QUADRIL
701020210;ÓRTESE SUROPODÁLICA ARTICULADA EM POLIPROPILENO INFANTIL
701020229;ÓRTESE SUROPODÁLICA SEM ARTICULAÇÃO EM POLIPROPILENO (ADULTO)
701020237;ÓRTESE SUROPODÁLICA SEM ARTICULAÇÃO EM POLIPROPILENO (INFANTIL)
701020245;ÓRTESE SUROPODÁLICA METÁLICA (ADULTO)
701020253;ÓRTESE SUROPODÁLICA UNILATERAL ARTICULADA EM POLIPROPILENO (ADULTO)
701020261;ÓRTESE SUSPENSÓRIO DE PAVLIK
701020270;ÓRTESE TIPO SARMIENTO PARA ÚMERO
701020288;ÓRTESE TLSO / COLETE TIPO BOSTON
701020296;ÓRTESE TLSO / TIPO COLETE EM METAL TIPO JEWETT
701020300;ÓRTESE TLSO CORRETIVA TORACO-LOMBAR EM POLIPROPILENO
701020318;ÓRTESE TLSO TIPO COLETE / JAQUETA DE RISSER
701020326;ÓRTESE TORÁCICA COLETE DINÂMICA DE COMPRESSÃO TORÁCICA
701020334;PRÓTESE CANADENSE ENDOESQUELÉTICA EM ALUMÍNIO OU AÇO (DESARTICULAÇÃO DO QUADRIL)
701020342;PRÓTESE CANADENSE EXOESQUELETICA.(DESARTICULAÇÃO DO QUADRIL)
701020350;PRÓTESE ENDOESQUELÉTICA PARA DESARTICULAÇÃO DE JOELHO EM ALUMÍNIO OU AÇO
701020369;PRÓTESE ENDOESQUELÉTICA TRANSFEMURAL EM ALUMÍNIO OU AÇO
701020377;PRÓTESE ENDOESQUELÉTICA TRANSTIBIAL TIPO PTB-PTS-KBM EM ALUMÍNIO OU AÇO
701020385;PRÓTESE EXOESQUELÉTICA PARA DESARTICULAÇÃO DO JOELHO
701020393;PRÓTESE EXOESQUELÉTICA PASSIVA PARA DESARTICULAÇÃO DO PUNHO OU AMPUTAÇÃO TRANSRADIAL
701020407;PRÓTESE EXOESQUELÉTICA TRANSFEMURAL
701020415;PRÓTESE EXOESQUELÉTICA TRANSTIBIAL COM COXAL OU MANGUITO DE COXA
701020423;PRÓTESE EXOESQUELÉTICA TRANSTIBIAL TIPO PTB-PTS-KBM
701020431;PRÓTESE FUNCIONAL ENDOESQUELÉTICA PARA AMPUTAÇÃO TRANSUMERAL
701020440;PRÓTESE FUNCIONAL EXOESQUELÉTICA PARA DESARTICULAÇÃO DE COTOVELO (PUNHO DE ROSCA)
701020458;PRÓTESE FUNCIONAL EXOESQUELÉTICA PARA DESARTICULAÇÃO DE COTOVELO (PUNHO UNIVERSO).
701020466;PRÓTESE FUNCIONAL EXOESQUELÉTICA PARA AMPUTAÇÃO TRANSRADIAL.
701020474;PRÓTESE FUNCIONAL EXOESQUELÉTICA TRANSRADIAL COM GANCHO DE DUPLA FORCA.
701020482;PRÓTESE FUNCIONAL EXOESQUELÉTICA TRANSRADIAL COTO CURTO.
701020490;PRÓTESE FUNCIONAL EXOESQUELÉTICA TRANSRADIAL P/ PUNHO DE TROCA RÁPIDA COM GANCHO DE DUPLA FORCA
701020504;PRÓTESE FUNCIONAL EXOESQUELÉTICA TRANSUMERAL
701020512;PRÓTESE MAMÁRIA
701020520;PRÓTESE PARA AMPUTAÇÃO TIPO CHOPART
701020539;PRÓTESE PASSIVA ENDOESQUELÉTICA PARA DESARTICULAÇÃO DE OMBRO E ESCAPULECTOMIA PARCIAL OU TOTAL
701020547;PRÓTESE PASSIVA ENDOESQUELETICA TRANSUMERAL
701020555;PRÓTESE PASSIVA PARA AMPUTAÇÃO PARCIAL DA MÃO
701020563;PRÓTESE TIPO PALMILHA PARA AMPUTAÇÃO EM NÍVEL DO ANTE PÉ
701020571;ADAPTAÇÃO DE OPM ORTOPÉDICA
701020580;MANUTENÇÃO DE OPM ORTOPÉDICA
701020598;MATERIAIS ELÁSTICOS PARA MODELAGEM DE COTOS, CONTROLE CICATRICIAL OU CONTROLE DE EDEMA DE MEMBROS SU
701020601;TÁBUA (PRANCHA) PARA TRANSFERÊNCIA
701020610;CINTA PARA TRANSFERÊNCIAS
701020628;ALMOFADA DE ASSENTO PARA PREVENÇÃO DE ÚLCERAS DE PRESSÃO EM CÉLULAS DE AR
701020636;ALMOFADA DE ASSENTO PARA CADEIRA DE RODAS PARA PREVENÇÃO DE ÚLCERAS DE PRESSÃO - SIMPLES
701020644;MESA DE ATIVIDADES PARA CADEIRA DE RODAS (TÁBUA MESA)
701020652;BENGALA DE 4 PONTAS
701030011;APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO DE CONDUÇÃO ÓSSEA CONVENCIONAL TIPO A
701030020;APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO DE CONDUÇÃO ÓSSEA RETROAURICULAR TIPO
701030038;APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO A
701030046;APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO B
701030054;APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO C
701030062;APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO A
701030070;APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO B
701030089;APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO C
